atlantis_pred_group,predator_stage,predator_taxa,predator_name,atlantis_prey_group,taxa_prey,prey,data,value,proportion,index,location,year,author,publication_yr,variable,predator_size,size_units,sample_source,file_name,full_file_name,basin
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_5_2001_July_early_december,33,0.15965166908563133,4,Hood Canal,2001,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table_5_2003_July_early_december,16,0.09054895302773061,5,Hood Canal,2003,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_5_2003_July_early_december,52,0.29428409734012445,5,Hood Canal,2003,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table_5_2004_July_early_december,37,0.1881993896236013,6,Hood Canal,2004,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_5_2004_July_early_december,13,0.06612410986775182,6,Hood Canal,2004,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table_5_2005_July_early_december,19,0.10303687635574836,7,Hood Canal,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_5_2005_July_early_december,9.1,0.049349240780911054,7,Hood Canal,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table_7_1999_March_June,40,0.18001800180018007,8,Hood Canal,1999,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_7_1999_March_June,4.1,0.018451845184518458,8,Hood Canal,1999,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table_7_2005_March_June,12,0.05388414907947911,9,Hood Canal,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupeid species,Table_7_2005_March_June,8.3,0.037269869779973056,9,Hood Canal,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Hood Canal
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_8_Fall_1995,30,0.08563598995204384,10,South Puget Sound,1995,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid species,herring species,Table_8_Fall_1995,25,0.07136332496003654,10,South Puget Sound,1995,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_8_Spring_1997,11,0.11816433086012634,11,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid species,herring species,Table_8_Spring_1997,30,0,11,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_8_Summer_1997,18,0,12,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid species,herring species,Table_8_Summer_1997,27,0.09948542024013722,12,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_8_Winter_1997,22,0,13,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid species,herring species,Table_8_Winter_1997,33,0.15064102564102577,13,South Puget Sound,1997,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_8_Fall_2004,53,0.004995316890415234,14,South Puget Sound,2004,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid species,herring species,Table_8_Fall_2004,33,0.17171401810802367,14,South Puget Sound,2004,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_9_Spring,71,0.3444929645803008,15,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_9_Spring,2.6,0,15,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_9_Summer_Fall,35,0,16,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_9_Summer_Fall,2.9,0,16,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_9_Winter,63,0.002935945572085933,17,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_9_Winter,2.2,7.339863930214833e-4,17,San Juan Islands,2005,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_10_Spring,81,0.04416243654822336,18,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_10_Spring,6.2,0.03309644670050762,18,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_10_Summer_Fall,32,0.013728963684676713,19,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_10_Summer_Fall,9.2,0.009300265721877773,19,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupea pallasii,Pacific herring,Table_10_Winter,1.7,0.013780650066527273,20,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeid spp.,Herring species,Table_10_Winter,0.84,0.009979091427485268,20,San Juan Islands,2006,Lance,2009,freq_occurrence,NA,NA,scats,HSL_Lance_&_Jeffries_2009.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_&_Jeffries_2009.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table2_Summer_Fall,28.74,0.14172995364434354,1,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Herrings,Table2_Summer_Fall,17.51,0.08634973863300126,1,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table2_Winter,38.84,0.16493969763886537,2,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Herrings,Table2_Winter,16.05,0.06815865466281641,2,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Clupea pallasii,Table2_Spring,63.05,0.29036566270608816,3,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeids,Herrings,Table2_Spring,7.76,0.035737312333057,3,San Juan Islands,2005,Lance,2012,freq_occurrence,NA,NA,scats,HSL_Lance_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Lance_et_al_2012.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeidae,Unidentified clupeid,Table_2_Pupping_FO_Padilla2006,2.3,0.005783253708825748,1,Padilla Bay,2006,Luxa,2008,freq_ocurrence,NA,NA,scats,HSL_Luxa_2008.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Luxa_2008.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Clupeidae,Pacific herring,Table_2_Pupping_FO_Padilla2006,11.4,0.028664822730701537,1,Padilla Bay,2006,Luxa,2008,freq_ocurrence,NA,NA,scats,HSL_Luxa_2008.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Luxa_2008.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_4236,2,0.07142857142857142,8,Nisqually River,1927,Scheffer,1931,no_prey,48,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,herring,No_4243,20,1,14,Nisqually River,1927,Scheffer,1931,no_prey,195,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_4506,98,0.9702970297029703,24,Nisqually River,1927,Scheffer,1931,no_prey,52,in,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_4507,12,0.7058823529411765,25,Sucia Island,1927,Scheffer,1931,no_prey,59,in,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_4525,2,0.14285714285714285,41,Sucia Island,1927,Scheffer,1931,no_prey,59,in,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_4936,1,1,43,Sinclair Island,1927,Scheffer,1931,no_prey,NA,NA,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5171,4,0.045454545454545456,54,Nisqually River,1927,Scheffer,1931,no_prey,53,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5172,21,1,55,Nisqually River,1927,Scheffer,1931,no_prey,109,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5173,8,0.12307692307692308,56,Nisqually River,1927,Scheffer,1931,no_prey,173,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5176,100,0.9803921568627451,58,Nisqually River,1927,Scheffer,1931,no_prey,50,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5179,16,0.9411764705882353,60,Nisqually River,1927,Scheffer,1931,no_prey,72,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5182,4,0.6666666666666666,63,Nisqually River,1927,Scheffer,1931,no_prey,123,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5183,27,1,64,Nisqually River,1927,Scheffer,1931,no_prey,67,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,herring,No_5187,8,1,68,Nisqually River,1927,Scheffer,1931,no_prey,197,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,herring,No_5189,23,1,70,Nisqually River,1927,Scheffer,1931,no_prey,169,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Fish,Herring,No_5192,56,1,73,Nisqually River,1927,Scheffer,1931,no_prey,178,lbs,stomachs,HSL_Scheffer_&_Perry_1931.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_&_Perry_1931.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,herring,herring,Table_1_No_1,35,0.9210526315789473,1,Nisqually flats,1922,Scheffer,1928,no_prey,NA,NA,stomach,HSL_Scheffer_1928.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_1928.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,herring,herring,Table_1_No_2,12,0.631578947368421,2,Nisqually flats,1922,Scheffer,1928,no_prey,NA,NA,stomach,HSL_Scheffer_1928.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_1928.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,herring,herring,Table_1_No_10,1,0.03571428571428571,6,Nisqually flats,1922,Scheffer,1928,no_prey,NA,NA,stomach,HSL_Scheffer_1928.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_1928.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,herring,herring,Table_1_No_11,5,0.45454545454545453,7,Nisqually flats,1922,Scheffer,1928,no_prey,NA,NA,stomach,HSL_Scheffer_1928.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Scheffer_1928.xlsx,South Puget Sound
HSL,adult,Phoca vitulina,Harbor seal,HE,Pacific herring,Clupea pallasii pallasii,Table_9_Salish_sea_males,283,0.23427152317880795,1,Salish Sea,2012,Voelker,2018,no_prey,NA,NA,scats,HSL_Voelker_2018.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Voelker_2018.xlsx,Strait of Georgia
HSL,adult,Phoca vitulina,Harbor seal,HE,Pacific herring,Clupea pallasii pallasii,Table_7_Salish_sea_female,214,0.272264631043257,2,Salish Sea,2012,Voelker,2018,no_prey,NA,NA,scats,HSL_Voelker_2018.xlsx,/home/atlantis/herringdiet/herring_data_rev/HSL_Voelker_2018.xlsx,Strait of Georgia
ROR,adult,Orcinus orca,Orca,HE,Pacific herring,Clupea pallasii,Table 9,2,1,8,Strait of Georgia,1973,Ford,1998,no_prey,NA,NA,predation_event,ORC_Ford_et_al_1998.xlsx,/home/atlantis/herringdiet/herring_data_rev/ORC_Ford_et_al_1998.xlsx,Strait of Georgia
ROC,adult,Sebastes caurinus,Copper rockfish,HE,Pacific Herring,Clupea harengus pallasii,Table_1,543.17,0.35911353824386955,1,Saanich Inlet,1986,Murie,1991,freq_occurrence,212,mm,stomachs,Rockfish_Murie_1991.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Murie_1991.xlsx,Strait of Georgia
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Pelagic fish,Clupea harengus pallasii,Table_2,227.12,0.650549954170486,2,Saanich Inlet,1986,Murie,1991,freq_occurrence,235,mm,stomachs,Rockfish_Murie_1991.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Murie_1991.xlsx,Strait of Georgia
ROC,juvenile,Sebastes caurinus,Copper rockfish,HE,Pacific Herring,Clupea harengus pallasii,Table_4_100-199mm,0,0,1,Zenith & Alki point,1963,Patten,1973,no_prey,149.5,mm,stomachs,Rockfish_Patten_1973.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Patten_1973.xlsx,Central Puget Sound
ROC,adult,Sebastes caurinus,Copper rockfish,HE,Pacific Herring,Clupea harengus pallasii,Table_4_200-299mm,0,0,2,Zenith & Alki point,1963,Patten,1973,no_prey,249.5,mm,stomachs,Rockfish_Patten_1973.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Patten_1973.xlsx,Central Puget Sound
ROC,adult,Sebastes caurinus,Copper rockfish,HE,Pacific Herring,Clupea harengus pallasii,Table_4_>300mm,1,0.017241379310344827,3,Zenith & Alki point,1963,Patten,1973,no_prey,300,mm,stomachs,Rockfish_Patten_1973.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Patten_1973.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_January_1974-1976,0,0,1,Puget Sound,1974,Washington,1978,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_February_1974-1976,0,0,2,Puget Sound,1974,Washington,1978,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_March_1974-1976,4,0.026863666890530557,3,Puget Sound,1974,Washington,1978,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_Apr_1974-1976,0,0,4,Puget Sound,1979,Washington,1983,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_May_1974-1976,0,0,5,Puget Sound,1992,Washington,1996,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_June_1974-1976,0,0,6,Puget Sound,2005,Washington,2009,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_July_1974-1976,0,0,7,Puget Sound,2018,Washington,2022,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_August_1974-1976,0,0,8,Puget Sound,2031,Washington,2035,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_September_1974-1976,0,0,9,Puget Sound,2044,Washington,2048,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_October_1974-1976,0,0,10,Puget Sound,2057,Washington,2061,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_November_1974-1976,0,0,11,Puget Sound,2070,Washington,2074,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
ROC,adult,Sebastes maliger,Quillback rockfish,HE,Herring,Herring,Table_2_December_1974-1976,0,0,12,Puget Sound,2083,Washington,2087,freq_occurrence,NA,NA,stomachs,Rockfish_Washington_et_al_1978.xlsx,/home/atlantis/herringdiet/herring_data_rev/Rockfish_Washington_et_al_1978.xlsx,Central Puget Sound
